지역,구분,no.,시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
,인천,22400,인천광역시,부평구,예꼬어린이집,가정,정상,21384,"인천광역시 부평구 경원대로 1269 120동 104호(산곡동, 현대1차아파트)",032-521-9533,--,3,85,0,4,6,20,16,37.49067099,126.7094119,미운영,,1996-12-31,,,
,인천,22401,인천광역시,부평구,프리상뜨어린이집,가정,정상,21380,"인천광역시 부평구 마장로220번길 65 101동 103호(산곡동, 프리상뜨아파트)",032-285-9955,070-8668-9955,3,82,0,4,5,19,8,37.49811689,126.7068432,미운영,,2004-11-22,,,
,인천,22402,인천광역시,부평구,산곡사임당어린이집,가정,정상,21362,"인천광역시 부평구 원적로 361 209동 104호(산곡동, 한화2단지아파트)",032-519-0205,032-519-0205,4,82,0,4,8,19,19,37.50528522,126.7064131,미운영,,2005-01-31,,,
,인천,22403,인천광역시,부평구,또래영재어린이집,가정,정상,21363,"인천광역시 부평구 안남로 260 505동 103호(산곡동, 현대5차아파트)",032-522-9814,032-276-0102,4,86,0,8,8,20,19,37.51138947,126.7034382,미운영,,2005-01-31,,,
,인천,22404,인천광역시,부평구,서머힐어린이집,가정,정상,21381,"인천광역시 부평구 안남로 91 212동 101호(산곡동, 현대2차아파트)",032-503-4889,032-503-4889,3,70,1,4,8,20,11,37.49067099,126.7094119,미운영,cyworld.hill000,1999-03-24,,,
,인천,22405,인천광역시,부평구,베베어린이집,가정,정상,21312,"인천광역시 부평구 세월천로 16 110동 104호(청천동, 청천푸르지오아파트)",032-263-2343,032-263-3535,3,57,1,4,8,20,20,37.51497966,126.7079361,미운영,,2004-11-17,,,
,인천,22406,인천광역시,부평구,대우미키어린이집,가정,정상,21312,"인천광역시 부평구 세월천로 16 119동 101호(청천동, 청천푸르지오아파트)",032-518-8388,032-528-8388,4,57,0,5,9,20,19,37.5147792,126.705911,미운영,,1999-01-26,,,
,인천,22407,인천광역시,부평구,경남몬테소리어린이집,가정,정상,21377,"인천광역시 부평구 안남로206번길 18 404동 101호(산곡동, 경남4차아파트)",032-528-3130,--,3,112,1,4,8,19,13,37.50090773,126.7099129,미운영,,1995-03-01,,,
,인천,22408,인천광역시,부평구,꿈나무어린이집,가정,정상,21335,"인천광역시 부평구 갈월서로 46 6동 101호(갈산동, 태화아파트)",032-513-8541,032-513-8541,4,57,0,4,7,20,18,37.51095702,126.7239986,미운영,,1995-03-01,,,
,인천,22409,인천광역시,부평구,우리랑어린이집,가정,정상,21332,"인천광역시 부평구 주부토로 193 104동 101호(갈산동, 대동1차아파트)",032-512-2142,032-232-6990,4,86,0,5,8,20,17,37.51241059,126.7245643,운영,,2006-03-07,,,
,인천,22410,인천광역시,부평구,엔젤어린이집,가정,정상,21319,"인천광역시 부평구 영성중로 57 402동 101호(삼산동, 주공미래타운4단지)",032-522-4648,032-522-4648,3,39,0,4,1,13,0,37.5208536,126.7441097,미운영,,2000-10-18,,,
,인천,22411,인천광역시,부평구,신나는현대어린이집,가정,정상,21384,"인천광역시 부평구 경원대로 1269 112동 101호(산곡동, 현대1차아파트)",032-501-0080,032-501-0080,3,54,0,4,5,19,8,37.48993628,126.7088449,미운영,,1995-07-01,,,
,인천,22412,인천광역시,부평구,은하수어린이집,가정,정상,21333,"인천광역시 부평구 부평대로278번길 42 106동 101호(갈산동, 한국아파트)",032-515-2257,032-765-7207,4,58,0,5,7,17,11,37.51478386,126.7239775,미운영,,2004-02-17,,,
,인천,22413,인천광역시,부평구,쥬쥬어린이집,가정,정상,21364,"인천광역시 부평구 길주로494번길 12 4동 106호(청천동, 쌍용아파트)",032-501-1143,070-8822-1143,3,86,0,4,5,19,9,37.507173,126.7157556,미운영,,2002-03-25,,,
,인천,22414,인천광역시,부평구,가베동아어린이집,가정,정상,21336,"인천광역시 부평구 갈월동로 42 1동 101호(갈산동, 동아아파트)",032-529-2506,070-7371-2556,4,85,0,4,4,20,4,37.51088782,126.7299211,미운영,club.cyworld.com/ga-be-dong-a,2005-01-24,,,
,인천,22415,인천광역시,부평구,미소랑어린이집,가정,정상,21333,"인천광역시 부평구 부평대로278번길 42 101동 102호(갈산동, 한국아파트)",032-506-2121,032-506-2121,4,47,0,4,6,13,9,37.51478386,126.7239775,미운영,,2003-04-12,,,
,인천,22416,인천광역시,부평구,아이천국어린이집,가정,정상,21324,"인천광역시 부평구 수변로 333 214동 103호(삼산동, 삼산타운2단지)",032-511-2995,070-7353-2996,3,80,0,4,6,19,12,37.51522719,126.7373945,운영,jjy8653@hanmail.net,2006-01-11,,,
,인천,22417,인천광역시,부평구,아이꿈터어린이집,가정,정상,21318,"인천광역시 부평구 후정동로 12 102동 103호(삼산동, 인천삼산벽산블루밍아파트)",032-296-6711,032-296-6711,3,84,0,4,5,20,10,37.51868536,126.7384097,미운영,,2006-03-13,,,
,인천,22418,인천광역시,부평구,미리내어린이집,가정,정상,21422,"인천광역시 부평구 일신로14번길 23 109동 102호(일신동, 풍림아파트)",032-528-7504,032-528-7504,4,63,0,4,6,19,13,37.48342701,126.7440841,미운영,,2004-03-02,,,
,인천,22419,인천광역시,부평구,고운햇살어린이집,가정,정상,21324,"인천광역시 부평구 수변로 333 202동 102호(삼산동, 삼산타운2단지)",032-516-0242,032-516-0242,3,111,0,4,6,20,8,37.51522719,126.7373945,미운영,minam6242@hanmail.net,2006-05-16,,,
,인천,22420,인천광역시,부평구,둥지어린이집,가정,정상,21340,"인천광역시 부평구 체육관로 27 701동 102호(삼산동, 삼산타운7단지)",032-513-9330,032-513-9330,3,82,0,4,7,20,13,37.50879579,126.7343743,미운영,nest5139330@nate.com,2009-01-29,,,
,인천,22421,인천광역시,부평구,부평무지개어린이집,민간,정상,21424,인천광역시 부평구 동수로 37 (3층/5층중) (부평동),032-517-1916,032-517-1917,4,213,1,8,7,46,17,37.4852511,126.7227399,운영,,1995-03-01,,,
,인천,22422,인천광역시,부평구,신보람어린이집,가정,정상,21346,"인천광역시 부평구 길주남로 175 204동 103호(부개동, 신명보람)",032-361-0222,032-361-0223,5,68,0,5,6,20,9,37.50479286,126.741065,미운영,jungmeejjang@hanmail.net,2008-03-01,,,
,인천,22423,인천광역시,부평구,하늘채어린이집,가정,정상,21441,"인천광역시 부평구 이규보로 79 109동 102호(십정동, 뜨란채주공아파트)",032-505-5680,032-505-5680,3,84,0,4,4,18,9,37.48044103,126.7035955,미운영,,2005-10-06,,,
,인천,22424,인천광역시,부평구,인천부마초등학교어린이집,직장,정상,21362,인천광역시 부평구 안남로253번길 41 부마초교내(1층) (산곡동),032-526-2940,--,6,122,1,8,10,44,33,37.50645378,126.7057483,미운영,,2004-08-28,,,
,인천,22425,인천광역시,부평구,해솔어린이집,가정,정상,21434,"인천광역시 부평구 아트센터로 118 117동 105호(십정동, 신동아아파트)",032-299-7979,032-511-7970,3,86,0,4,10,20,16,37.47726326,126.7044305,미운영,http://blog.daum.net/haesolchild,2004-03-15,,,
,인천,22426,인천광역시,부평구,꿈꾸는나무어린이집,가정,정상,21422,"인천광역시 부평구 일신로14번길 23 102동 103호(일신동, 풍림아파트)",032-504-3494,032-502-3494,3,82,0,4,6,19,9,37.48310255,126.7445615,미운영,,2004-02-21,,,
,인천,22427,인천광역시,부평구,리틀월드어린이집,가정,정상,21345,"인천광역시 부평구 길주남로 143 101동 102호(부개동, 부개주공1단지아파트)",032-504-2777,--,3,50,0,4,7,15,13,37.505257,126.738014,미운영,,2004-11-30,,,
,인천,22428,인천광역시,부평구,큰별어린이집,가정,정상,21345,"인천광역시 부평구 길주남로 143 109동 101호(부개동, 부개주공1단지아파트)",032-361-5146,032-272-2729,4,38,0,4,5,13,7,37.505257,126.738014,미운영,bigstar5146@naver.com,1997-12-29,,,
,인천,22429,인천광역시,부평구,부평구청어린이집,직장,정상,21354,인천광역시 부평구 부평대로 168 부평구청내(1층) (부평동),032-528-5697,032-509-7666,4,183,1,16,12,48,35,37.50678865,126.721855,미운영,,1996-11-01,,,
,인천,22430,인천광역시,부평구,아이소리어린이집,가정,정상,21348,"인천광역시 부평구 길주남로 144 306동 103호(부개동, 부개주공3단지아파트)",032-265-5111,--,3,57,0,4,3,13,4,37.50214,126.738785,미운영,,2005-01-31,,,
,인천,22431,인천광역시,부평구,래미안베베어린이집,가정,재개,21357,"인천광역시 부평구 길주남로10번길 21 111동 103호 (부평동, 래미안 부평)",032-522-8813,0504-220-7455,4,58,0,4,8,20,20,37.50322442,126.723145,미운영,,2007-10-23,,,
,인천,22432,인천광역시,부평구,참사랑어린이집,가정,정상,21350,"인천광역시 부평구 부개로 12 601동 102호(부개동, 부개주공6단지아파트)",032-361-7315,070-4042-7315,3,109,0,4,5,20,11,37.500126,126.740234,운영,,1998-01-09,,,
,인천,22433,인천광역시,부평구,토마토어린이집,가정,정상,21398,"인천광역시 부평구 동수천로 118 708동 101호(부개동, 부개주공7단지아파트)",032-362-3126,032-504-3126,4,69,0,4,4,16,10,37.495872,126.739525,미운영,,2003-03-13,,,
,인천,22434,인천광역시,부평구,그리심어린이집,민간,정상,21406,인천광역시 부평구 경인로971번길 18-1 (3층 건물전체) (부평동),032-501-4428,032-501-4461,7,325,3,14,16,99,74,37.48834403,126.7279735,운영,greesim9@hanmail.net,2001-08-09,,,
,인천,22435,인천광역시,부평구,나래어린이집,민간,정상,21452,인천광역시 부평구 배곶로 38 (1~4층/5층중) (십정동),032-437-3419,032-435-3419,17,481,1,20,25,144,92,37.47155778,126.6974556,운영,,1997-04-14,,,
,인천,22436,인천광역시,부평구,리틀엔젤어린이집,가정,재개,21376,"인천광역시 부평구 원적로 344 113동 101호(산곡동, 금호이수마운트밸리아파트)",032-235-3456,032-235-3456,3,54,0,4,3,19,6,37.50213591,126.7058974,미운영,,1994-08-26,,,
,인천,22437,인천광역시,부평구,목련사랑어린이집,민간,정상,21328,인천광역시 부평구 굴포로 105 삼산타운주공1단지 관리동(1층) (삼산동),032-515-4279,032-515-4278,4,141,1,6,8,39,20,37.51293139,126.7336077,미운영,,2005-09-01,,,
,인천,22438,인천광역시,부평구,해바라기어린이집,가정,정상,21378,"인천광역시 부평구 부흥로243번길 39 4동 102호(부평동, 욱일아파트)",032-519-8762,032-263-8762,3,86,0,4,11,20,14,37.5005394,126.7174729,미운영,https://cafe.naver.com/sunflowerkiz,1995-03-01,,,
,인천,22439,인천광역시,부평구,주안어린이집,가정,정상,21377,"인천광역시 부평구 부영로 165 109동 107호(산곡동, 우성아파트)",032-505-3234,032-505-3234,4,59,0,4,6,18,13,37.50094873,126.714513,운영,,2004-12-30,,,
,인천,22440,인천광역시,부평구,소은어린이집,가정,정상,21387,"인천광역시 부평구 부흥로 246 17동 103호(부평동, 동아2단지아파트)",032-517-1404,032-517-1404,4,78,1,4,7,20,19,37.49742861,126.7182612,미운영,yang62913@hanmail.net,2001-10-08,,,
,인천,22441,인천광역시,부평구,자람어린이집,가정,정상,21387,"인천광역시 부평구 부평문화로 37 26동 101호(부평동, 동아1차아파트)",032-279-1357,032-529-0286,3,102,0,4,5,19,13,37.49742861,126.7182612,미운영,개인계좌40791000756608하나은행,2004-01-08,,,
,인천,22442,인천광역시,부평구,색동원어린이집,민간,정상,21408,인천광역시 부평구 부영로14번길 16 (3층 건물전체) (부평동),032-519-1836,032-519-1838,7,230,0,16,11,51,26,37.48640281,126.7184315,미운영,다음카페 sdwkids.com,1996-08-02,,,
,인천,22443,인천광역시,부평구,다사랑어린이집,가정,정상,21377,"인천광역시 부평구 부영로 165 116동 101호(산곡동, 우성아파트)",032-527-2159,032-527-2159,3,65,0,4,6,15,7,37.50094873,126.714513,미운영,hmschoi@naver.com,1995-03-01,,,
,인천,22444,인천광역시,부평구,팰리스어린이집,민간,정상,21382,인천광역시 부평구 마장로168번길 17 (1층/4층중) (산곡동),032-502-2525,032-515-2526,6,162,1,8,17,56,55,37.49367412,126.7052146,운영,,2000-02-21,,,
,인천,22445,인천광역시,부평구,천사어린이집,가정,정상,21377,"인천광역시 부평구 부영로 165 106동 110호(산곡동, 우성아파트)",032-502-7792,032-502-7792,4,56,0,4,5,17,11,37.50094873,126.714513,미운영,tmdgmlpark@hanmail.net,2005-01-31,,,
,인천,22446,인천광역시,부평구,아해뜰어린이집,민간,정상,21408,인천광역시 부평구 경인로911번길 51 (3층 건물전체) (부평동),032-524-7890,032-524-2558,4,217,2,16,11,74,51,37.48748359,126.7188879,운영,http://cafe.naver.com/garden1111,2004-02-07,,,
,인천,22447,인천광역시,부평구,사과나무어린이집,민간,정상,21408,인천광역시 부평구 부영로14번길 4 (4층 건물전체) (부평동),032-517-0755,032-517-0755,5,163,2,8,9,60,41,37.48638142,126.7177059,운영,,1995-03-28,,,
,인천,22448,인천광역시,부평구,예솔어린이집,가정,정상,21422,"인천광역시 부평구 일신로14번길 23 108동 102호(일신동, 풍림아파트)",032-527-1263,032-527-1263,4,57,0,4,4,19,9,37.48299594,126.7441818,미운영,,2005-12-06,,,
,인천,22449,인천광역시,부평구,부평엘어린이집,가정,정상,21408,인천광역시 부평구 남부역로 17-1 (1층) (부평동),032-526-4426,032-526-4426,3,59,0,4,5,17,7,37.48856637,126.7213899,운영,http://elschool.mypepe.com,2009-10-15,,,
,인천,22450,인천광역시,부평구,새한신어린이집,가정,정상,21376,인천광역시 부평구 마장로220번길 13 한신휴아파트 관리동(1층) (산곡동),032-505-1212,032-505-1212,4,70,0,4,5,20,10,37.49874129,126.70339,미운영,www.newhanshin.com,2003-11-26,,,
,인천,22451,인천광역시,부평구,유경원어린이집,민간,정상,21397,인천광역시 부평구 부평문화로 145 (4층 건물전체) (부평동),032-522-4559,032-501-2260,11,692,2,19,25,192,110,37.49411922,126.732547,운영,,2003-03-13,,,
,인천,22452,인천광역시,부평구,청천예어린이집,민간,정상,21361,인천광역시 부평구 마장로 330 (2층 건물전체) (산곡동),032-521-6548,032-521-6547,5,161,2,7,14,47,45,37.50762661,126.7044884,운영,청천천사들이야기,2008-12-24,,,
,인천,22453,인천광역시,부평구,큰별아이어린이집,민간,정상,21362,인천광역시 부평구 안남로253번길 44 (4층 건물전체) (산곡동),032-330-1500,032-522-6500,6,272,2,11,10,93,49,37.50613217,126.7067412,운영,http://cafe.daum.net/3301500,1999-01-12,,,
,인천,22454,인천광역시,부평구,해돋이어린이집,가정,정상,21453,인천광역시 부평구 배곶남로6번길 26-9 해돋이 어린이집 (십정동),032-423-9200,--,3,82,0,6,2,19,4,37.47145859,126.6965427,미운영,,2004-12-04,,,
,인천,22455,인천광역시,부평구,꾸러기어린이집,가정,정상,21378,"인천광역시 부평구 부영로 196 3동 109호(부평동, 대림아파트)",032-267-8680,032-267-8680,3,76,0,4,7,15,9,37.50225226,126.7174741,미운영,sm2015ej@hanmail.net,1995-03-01,,,
,인천,22456,인천광역시,부평구,대동아이숲어린이집,가정,정상,21402,"인천광역시 부평구 부일로113번길 11 102동 104호(부개동, 대동아파트)",032-529-5941,032-529-5941,3,84,0,4,4,19,5,37.48950982,126.74142,미운영,,1996-12-16,,,
,인천,22457,인천광역시,부평구,초록사랑어린이집,가정,정상,21321,"인천광역시 부평구 영성중로 16 503동 103호(삼산동, 주공미래타운5단지)",032-512-4689,032-512-4689,4,63,0,4,4,19,11,37.51757978,126.7452585,미운영,,2006-08-21,,,
,인천,22458,인천광역시,부평구,부평사임당어린이집,민간,정상,21397,인천광역시 부평구 부흥로360번길 10 (1층/3층중) (부평동),032-503-3321,032-503-3321,5,195,0,8,14,49,39,37.49756543,126.7315196,미운영,http://cafe.daum.net/5033321,2004-06-22,,,
,인천,22459,인천광역시,부평구,또래또어린이집,민간,정상,21352,인천광역시 부평구 부흥북로 119 (5층 건물전체) (부개동),032-527-4514,032-527-4515,7,344,2,16,18,106,83,37.50085701,126.7355658,운영,키즈노트 사용,1992-01-01,,,
,인천,22460,인천광역시,부평구,부개아이어린이집,민간,정상,21349,인천광역시 부평구 부개로 11 주공5단지 관리동(1층) (부개동),032-502-0003,-505,4,108,1,5,10,25,18,37.49928491,126.7382805,미운영,http://cafe.daum.net/Bugaeichildren,2006-07-03,,,
,인천,22461,인천광역시,부평구,애플어린이집,민간,정상,21312,인천광역시 부평구 마장로426번길 12-7 (2층 건물전체) (청천동),032-526-4045,032-526-4045,5,169,3,8,11,49,35,37.51580065,126.7049794,운영,csleebs@hanmail.net,2006-05-19,,,
,인천,22462,인천광역시,부평구,부평키즈맘어린이집,가정,정상,21441,"인천광역시 부평구 상정로 11 101동 111호(십정동, 십정동동보아파트)",032-518-3335,032-518-3335,4,86,0,6,5,20,8,37.48128758,126.7015887,운영,부평키즈맘어린이집,2007-12-10,,,
,인천,22463,인천광역시,부평구,키움어린이집,민간,정상,21403,인천광역시 부평구 부일로 42 (부개동),032-514-9015,032-547-8808,12,195,2,20,9,62,26,37.48905943,126.7343943,미운영,,2009-03-30,,,
,인천,22464,인천광역시,부평구,한솔어린이집,민간,정상,21313,인천광역시 부평구 마장로378번길 32 (3층 건물전체) (청천동),032-529-2544,032-528-5250,7,230,2,16,17,86,67,37.511986,126.7053638,운영,,1997-07-01,,,
,인천,22465,인천광역시,부평구,신예원어린이집,가정,정상,21398,"인천광역시 부평구 동수천로 118 712동 101호(부개동, 부개주공7단지아파트)",032-362-1360,032-362-1359,3,54,0,4,4,13,4,37.495872,126.739525,미운영,,2006-10-09,,,
,인천,22466,인천광역시,부평구,산곡아이사랑어린이집,가정,정상,21377,"인천광역시 부평구 안남로222번길 27 106동 101호(산곡동, 경남1차아파트)",032-512-6944,032-330-6944,4,151,0,5,9,20,20,37.51312959,126.7036252,미운영,sangok20135,2006-08-07,,,
,인천,22467,인천광역시,부평구,좋은아이들어린이집,민간,정상,21347,인천광역시 부평구 부개로 58 푸른마을삼부아파트 관리동(1층) (부개동),032-362-0225,--,5,206,0,5,8,48,40,37.50225261,126.7409561,운영,,2000-01-05,,,
,인천,22468,인천광역시,부평구,사랑채움어린이집,민간,정상,21350,인천광역시 부평구 부개로 12 주공6단지 관리동(1층) (부개동),032-362-1029,032-503-7371,4,139,0,7,10,41,25,37.4993872,126.7411965,운영,www.cyworld.com/loveschool7,2008-07-11,,,
,인천,22469,인천광역시,부평구,열린마음어린이집,민간,정상,21451,인천광역시 부평구 열우물로101번길 7-3 (3층 건물전체) (십정동),032-427-3605,032-427-3615,10,298,3,12,14,109,72,37.47547057,126.6963532,운영,,2000-02-28,,,
,인천,22470,인천광역시,부평구,청천행복한어린이집,민간,정상,21304,인천광역시 부평구 청중로51번길 11 (3층 건물전체) (청천동),032-525-1721,032-525-1722,11,478,3,13,17,120,75,37.51817605,126.7025591,운영,,2007-01-08,,,
,인천,22471,인천광역시,부평구,아이숲어린이집,가정,정상,21458,"인천광역시 부평구 동수로120번길 11 101동 102호(부개동, 한국아파트)",032-504-3006,032-279-3006,3,85,0,4,8,19,18,37.48483969,126.736936,미운영,http://cafe.daum.net/aisup,2006-12-26,,,
,인천,22472,인천광역시,부평구,민들레어린이집,가정,정상,21402,"인천광역시 부평구 부일로113번길 11 5동 110호(부개동, 대동아파트)",032-502-7972,--,3,60,0,4,7,18,16,37.4889381,126.7406109,미운영,,2007-01-26,,,
,인천,22473,인천광역시,부평구,부평자이어린이집,민간,정상,21457,인천광역시 부평구 일신로 120 부평자이아파트 관리동(1층) (일신동),032-528-3003,--,4,130,0,6,7,30,16,37.47704104,126.7493634,운영,,2007-02-14,,,
,인천,22474,인천광역시,부평구,인천진산초등학교어린이집,직장,정상,21342,"인천광역시 부평구 굴포로 194-10 (삼산동, 진산초등학교 2층)",032-511-3730,032-511-3731,5,209,2,16,11,48,44,37.5129432,126.7416906,미운영,http://cafe.daum.net/lovejinsan,2006-08-11,,,
,인천,22475,인천광역시,부평구,우람어린이집,민간,정상,21353,인천광역시 부평구 부흥로385번길 9 (4층 건물전체) (부개동),032-502-0570,032-502-0570,10,246,1,18,18,83,66,37.49829577,126.734676,운영,,2007-02-13,,,
,인천,22476,인천광역시,부평구,하늘어린이집,가정,정상,21351,인천광역시 부평구 장제로222번길 25-3 (부개동),032-523-6479,032-523-6479,3,52,0,4,2,15,3,37.50538779,126.7325793,운영,,2007-03-02,,,
,인천,22477,인천광역시,부평구,동암아이사랑어린이집,민간,정상,21437,인천광역시 부평구 동암산로 67 (4층 건물전체) (십정동),032-441-0240,032-442-0240,10,374,1,16,25,141,113,37.47503738,126.7043989,운영,,2007-03-23,,,
,인천,22478,인천광역시,부평구,신나는어린이집,가정,정상,21363,"인천광역시 부평구 안남로 272 103동 102호(청천동, 금호아파트)",032-330-8830,032-330-8830,4,63,0,4,5,19,8,37.50703489,126.7120912,미운영,,2007-04-17,,,
,인천,22479,인천광역시,부평구,두산해피어린이집,가정,정상,21336,"인천광역시 부평구 갈월동로 45 103동 106호(갈산동, 두산아파트)",032-282-9300,032-280-9050,4,86,0,4,5,20,10,37.5113844,126.7295845,미운영,,2007-08-23,,,
,인천,22480,인천광역시,부평구,아기사랑어린이집,가정,정상,21357,"인천광역시 부평구 길주남로10번길 21 113동 102호(부평동, 래미안 부평)",032-511-1245,032-511-1245,4,58,0,4,7,20,18,37.50277832,126.7234859,미운영,visionkyj@hanmail.net,2007-09-04,,,
,인천,22481,인천광역시,부평구,예쁜우주어린이집,민간,정상,21364,인천광역시 부평구 길주로494번길 26 (1층/4층중) (청천동),032-507-7702,032-507-7701,4,83,0,5,7,23,15,37.50637118,126.716759,미운영,,1997-09-07,,,
,인천,22482,인천광역시,부평구,푸른별어린이집,가정,정상,21376,"인천광역시 부평구 마장로272번길 76 306동 103호(산곡동, 경남3차아파트)",032-263-5937,-6200,3,82,0,4,4,19,5,37.50075251,126.7063613,운영,,2007-09-18,,,
,인천,22483,인천광역시,부평구,소중한어린이집,가정,정상,21335,"인천광역시 부평구 갈월서로 45 101동 105호(갈산동, 하나아파트)",032-565-8991,032-290-9959,3,61,0,4,5,13,9,37.51062593,126.7225044,미운영, ,2007-10-04,,,
,인천,22484,인천광역시,부평구,부개사랑어린이집,가정,정상,21348,"인천광역시 부평구 길주남로 144 305동 101호(부개동, 부개주공3단지아파트)",032-521-0293,--,3,57,0,4,6,13,13,37.50214,126.738785,운영,,2007-10-04,,,
,인천,22485,인천광역시,부평구,두레어린이집,가정,정상,21360,"인천광역시 부평구 주부토로66번길 14 101호(부평동, 신성프리뷰)",032-511-0028,032-511-0028,3,106,0,6,6,20,18,37.5005984,126.7261351,미운영,kagreen@hanmail.net,2007-10-31,,,
,인천,22486,인천광역시,부평구,에벤에셀어린이집,가정,정상,21312,"인천광역시 부평구 세월천로 16 102동 103호(청천동, 청천푸르지오아파트)",032-513-9997,032-513-9997,3,59,0,4,8,19,18,37.51342934,126.7067856,미운영,club.cyworld.com/ebenezer103,2007-11-02,,,
,인천,22487,인천광역시,부평구,한화단단이어린이집,가정,정상,21362,"인천광역시 부평구 원적로 361 217동 102호(산곡동, 한화2단지아파트)",032-576-9687,032-525-9687,4,84,0,4,6,19,15,37.50528522,126.7064131,미운영,http://cafe.naver.com/dandan2,2007-11-21,,,
,인천,22488,인천광역시,부평구,엠코어린이집,민간,정상,21318,인천광역시 부평구 후정로 7 엠코아파트 관리동(1층) (삼산동),032-505-0886,--,4,134,0,8,12,44,36,37.5211222,126.7340756,미운영,,2007-12-11,,,
,인천,22489,인천광역시,부평구,산호어린이집,가정,정상,21318,"인천광역시 부평구 후정로 7 106동 102호(삼산동, 엠코타운아파트)",032-505-4279,032-508-4279,5,76,0,5,8,20,18,37.51758796,126.7541166,미운영,,2007-12-17,,,
,인천,22490,인천광역시,부평구,해뜰어린이집,가정,정상,21319,"인천광역시 부평구 부평북로 432 206동 101호(삼산동, 주공미래타운2단지)",032-265-3310,032-265-3310,2,58,0,3,5,14,6,37.52102431,126.7415242,미운영,kjsc9912@daum.net,2008-04-01,,,
,인천,22491,인천광역시,부평구,아이랑어린이집,가정,정상,21363,"인천광역시 부평구 안남로 272 302동 102호(청천동, 금호아파트)",032-502-5279,032-502-5279,3,80,0,4,9,19,17,37.50703489,126.7120912,운영,,2008-02-11,,,
,인천,22492,인천광역시,부평구,소담어린이집,국공립,정상,21313,인천광역시 부평구 마장로384번길 30-19 (2층 건물전체) (청천동),032-516-7333,032-516-7332,4,202,0,12,12,47,40,37.51192899,126.7059682,미운영,http://club.cyworld.com/lovessodam  ,2007-11-27,,,
,인천,22493,인천광역시,부평구,사랑어린이집,민간,정상,21355,인천광역시 부평구 신트리로46번길 5 (3층 건물전체) (부평동),032-527-0350,032-527-0366,7,273,1,7,12,89,65,37.50529873,126.7262268,운영,,2008-03-14,,,
,인천,22494,인천광역시,부평구,은성art어린이집,민간,정상,21376,인천광역시 부평구 부흥로111번길 62-9 (4층 건물전체) (산곡동),032-502-6490,032-511-8518,15,866,2,30,31,265,258,37.50070255,126.7048444,운영,,2008-03-14,,,
,인천,22495,인천광역시,부평구,예은어린이집,민간,재개,21364,인천광역시 부평구 원길로6번길 6 (1층) (청천동),032-515-1862,032-515-1862,7,105,0,14,6,30,11,37.50399349,126.7147798,운영,,2008-03-06,,,
,인천,22496,인천광역시,부평구,A&E지혜어린이집,민간,정상,21353,인천광역시 부평구 충선로 101 (4층 건물전체) (부개동),032-502-0507,0504-166-4673,10,824,4,16,34,194,187,37.49836765,126.7356666,운영,,2008-04-29,,,
,인천,22497,인천광역시,부평구,예삐어린이집,가정,정상,21335,"인천광역시 부평구 갈월서로 27 1동 101호 (갈산동, 동남아파트)",032-502-2971,032-502-2971,3,84,0,4,7,15,11,37.51062593,126.7225044,운영,cafe.naver.com/yebbichildren,2008-06-30,,,
,인천,22498,인천광역시,부평구,호산나어린이집,가정,정상,21376,"인천광역시 부평구 원적로 344 112동 103호(산곡동, 금호이수마운트밸리)",032-506-8222,032-506-8222,3,86,0,4,8,20,18,37.50329518,126.7047148,미운영,,2008-06-20,,,
,인천,22499,인천광역시,부평구,금호이수어린이집,민간,정상,21376,인천광역시 부평구 원적로 344 금호이수마운트밸리 관리동(1층)(산곡동),032-508-2233,0504-230-0724,4,93,1,7,9,30,25,37.50329518,126.7047148,미운영,,2008-11-24,,,
,인천,22500,인천광역시,부평구,채송화어린이집,가정,정상,21321,"인천광역시 부평구 영성서로 10 104동 101호(삼산동, 삼산임광그대가아파트)",032-522-6457,032-522-6457,3,108,0,4,6,19,7,37.5189353,126.7438534,미운영,,2009-02-04,,,
,인천,22501,인천광역시,부평구,십정1동어린이집,국공립,정상,21451,인천광역시 부평구 열우물로 103 (1층/십정1동주민센터 7층건물) (십정동),032-424-1017,0504-156-8405,5,221,1,12,15,49,40,37.47577881,126.6961161,미운영,cafe.daum.net/sipjonghome,2009-02-01,,,
,인천,22502,인천광역시,부평구,일신동어린이집,국공립,정상,21422,인천광역시 부평구 항동로75번길 36 일신초교내(1층) (일신동),032-505-3178,032-505-3179,5,138,0,14,11,49,41,37.48355003,126.7426529,미운영,http://cafe.daum.net/1sinn,2009-10-01,,,
,인천,22503,인천광역시,부평구,한울어린이집,가정,정상,21363,"인천광역시 부평구 안남로 260 502동 102호(산곡동, 현대5차아파트)",032-269-9257,032-269-9257,4,60,0,4,5,19,9,37.51138947,126.7034382,미운영,,2009-10-09,,,
,인천,22504,인천광역시,부평구,하늘땅별땅어린이집,가정,정상,21428,"인천광역시 부평구 경인로 858 105동 101호(부평동, 신성미소지움아파트)",032-504-7740,--,3,103,0,4,3,20,4,37.48391254,126.7163721,미운영,skyamn7@yahoo.co.kr,2010-01-28,,,
